,date,volume.x,low_price,high_price,volume.y,earning_yield,operating_earning_yield,ps_ratio,dividend_yield,ev_revenues,price_to_book_value,ev_ebit,pe_ratio,peg_ratio
4639,08/01/2012,7.094M,69.38,71.61,7.094M,-4.06%,10.04%,3.025,4.16%,3.307,1.605,10.88,NA,NA
2417,07/31/2012,3.479M,83.24,85.9,3.479M,9.27%,14.85%,2.8,2.4%,2.888,1.71,6.946,10.79,1.157
2404,07/30/2012,3.121M,84.7,86.03,3.121M,9.04%,14.49%,2.87,2.34%,2.959,1.753,7.116,11.06,1.186
2350,07/27/2012,4.661M,82.77,85.68,4.661M,9.1%,14.58%,2.851,2.35%,2.939,1.741,7.069,10.98,1.178
2335,07/26/2012,5.218M,80.78,83.94,5.218M,9.24%,14.8%,2.809,2.39%,2.898,1.715,6.969,10.82,1.161
2320,07/25/2012,4.566M,79.38,81.3,4.566M,9.66%,15.48%,2.687,2.5%,2.776,1.641,6.676,10.35,1.11
2306,07/24/2012,3.409M,79.02,81.74,3.409M,9.64%,15.43%,2.694,2.49%,2.783,1.645,6.692,10.38,1.113
2293,07/23/2012,3.901M,80.75,82.03,3.901M,9.5%,15.21%,2.733,2.45%,2.822,1.669,6.787,10.53,1.13
2250,07/20/2012,3.828M,82.31,83.7,3.828M,9.25%,14.82%,2.805,2.39%,2.894,1.713,6.96,10.81,1.159
2221,07/19/2012,3.791M,82.87,84.28,3.791M,9.26%,14.83%,2.804,2.39%,2.893,1.712,6.957,10.8,1.159
2206,07/18/2012,2.801M,82.27,83.91,2.801M,9.28%,14.87%,2.797,2.4%,2.885,1.708,6.94,10.77,1.156
2192,07/17/2012,3.964M,80.61,83.1,3.964M,9.32%,14.93%,2.784,2.41%,2.873,1.7,6.909,10.73,1.151
2179,07/16/2012,2.274M,81.06,82.38,2.274M,9.44%,15.12%,2.75,2.44%,2.838,1.679,6.827,10.59,1.136
2136,07/13/2012,2.926M,80.57,82.19,2.926M,9.46%,15.15%,2.745,2.44%,2.834,1.676,6.815,10.58,1.134
2121,07/12/2012,4.748M,79.52,81.06,4.748M,9.61%,15.4%,2.7,2.48%,2.789,1.649,6.708,10.4,1.116
2106,07/11/2012,3.643M,80.15,82.06,3.643M,9.54%,15.28%,2.72,2.47%,2.809,1.661,6.756,10.48,1.124
2092,07/10/2012,3.304M,79.51,82.48,3.304M,9.69%,15.53%,2.678,2.5%,2.767,1.635,6.654,10.32,1.107
2487,07/09/2012,3.300M,80.76,81.98,3.300M,9.47%,15.17%,2.74,2.45%,2.829,1.674,6.804,10.56,1.133
2444,07/06/2012,3.087M,80.9,82.38,3.087M,9.46%,15.16%,2.742,2.45%,2.831,1.675,6.809,10.57,1.133
2429,07/05/2012,3.237M,82.73,84.3,3.237M,9.33%,14.95%,2.782,2.41%,2.87,1.699,6.903,10.72,1.15
2390,07/03/2012,4.071M,82.88,85.1,4.071M,9.16%,14.68%,2.832,2.37%,2.921,1.73,7.024,10.91,1.17
2235,07/02/2012,5.105M,80.85,82.68,5.105M,9.39%,15.04%,2.765,2.43%,2.853,1.688,6.862,10.65,1.142
2801,06/29/2012,7.975M,79.88,82.33,7.975M,10.12%,16.17%,2.714,2.43%,2.76,1.722,6.289,9.877,0.2804
2786,06/28/2012,4.764M,75.78,77.78,4.764M,10.73%,17.13%,2.562,2.58%,2.608,1.625,5.942,9.321,0.2646
2771,06/27/2012,6.255M,75.94,77.72,6.255M,10.82%,17.27%,2.541,2.6%,2.587,1.612,5.895,9.246,0.2625
2757,06/26/2012,6.179M,73.96,76.24,6.179M,10.99%,17.55%,2.501,2.64%,2.547,1.587,5.804,9.101,0.2583
2744,06/25/2012,7.925M,73.79,75.87,7.925M,11.23%,17.93%,2.447,2.7%,2.494,1.553,5.682,8.905,0.2528
2701,06/22/2012,11.26M,75.43,77.29,11.26M,10.92%,17.45%,2.516,2.62%,2.562,1.596,5.837,9.154,0.2598
2686,06/21/2012,10.47M,75.88,81.28,10.47M,10.95%,17.49%,2.509,2.63%,2.555,1.592,5.821,9.128,0.2591
2671,06/20/2012,6.493M,79.88,81.64,6.493M,10.29%,16.43%,2.671,2.47%,2.717,1.695,6.191,9.72,0.2759
2642,06/19/2012,4.264M,80.11,81.53,4.264M,10.34%,16.51%,2.659,2.48%,2.705,1.687,6.163,9.674,0.2746
2629,06/18/2012,6.075M,79.68,81.01,6.075M,10.36%,16.55%,2.652,2.49%,2.698,1.683,6.148,9.651,0.274
2586,06/15/2012,5.063M,80.11,81.78,5.063M,10.19%,16.27%,2.698,2.45%,2.744,1.712,6.251,9.816,0.2786
2571,06/14/2012,4.685M,79.33,80.93,4.685M,10.4%,16.61%,2.642,2.5%,2.688,1.676,6.124,9.613,0.2729
2556,06/13/2012,3.644M,79.38,80.75,3.644M,10.43%,16.65%,2.635,2.5%,2.681,1.672,6.109,9.589,0.2722
2542,06/12/2012,4.801M,79.48,81.13,4.801M,10.39%,16.59%,2.645,2.49%,2.691,1.678,6.132,9.625,0.2732
2529,06/11/2012,4.719M,79.61,82.68,4.719M,10.44%,16.68%,2.632,2.51%,2.678,1.67,6.102,9.576,0.2718
2901,06/08/2012,4.215M,80.08,82.06,4.215M,10.21%,16.31%,2.692,2.45%,2.738,1.708,6.238,9.794,0.278
2886,06/07/2012,7.415M,81.15,84.59,7.415M,10.22%,16.33%,2.688,2.45%,2.734,1.706,6.23,9.781,0.2777
2871,06/06/2012,6.074M,78.59,81.18,6.074M,10.27%,16.4%,2.676,2.47%,2.722,1.698,6.203,9.739,0.2765
2857,06/05/2012,5.462M,76.74,78.23,5.462M,10.7%,17.08%,2.569,2.47%,2.615,1.63,5.959,9.348,0.2654
2844,06/04/2012,7.105M,75.03,77.26,7.105M,10.83%,17.3%,2.537,2.5%,2.583,1.61,5.886,9.231,0.262
2502,06/01/2012,8.127M,73.47,75.85,8.127M,11.05%,17.65%,2.487,2.55%,2.533,1.578,5.771,9.048,0.2568
3691,05/31/2012,6.741M,74.95,77.13,6.741M,10.95%,17.49%,2.509,2.52%,2.555,1.592,5.821,9.128,0.2591
3680,05/30/2012,4.641M,76.37,78.24,4.641M,10.82%,17.27%,2.541,2.49%,2.587,1.612,5.895,9.246,0.2625
3655,05/29/2012,3.821M,78.7,80.34,3.821M,10.48%,16.73%,2.623,2.41%,2.669,1.664,6.082,9.545,0.271
3610,05/25/2012,2.977M,77.5,78.52,2.977M,10.72%,17.12%,2.564,2.47%,2.61,1.627,5.947,9.33,0.2648
3597,05/24/2012,3.966M,77.07,78.49,3.966M,10.67%,17.04%,2.576,2.46%,2.622,1.634,5.973,9.371,0.266
3582,05/23/2012,5.212M,74.91,77.86,5.212M,10.74%,17.16%,2.558,2.48%,2.605,1.623,5.934,9.309,0.2643
3568,05/22/2012,3.875M,76.91,79.14,3.875M,10.74%,17.16%,2.558,2.48%,2.605,1.623,5.934,9.309,0.2643
3555,05/21/2012,4.941M,76.53,77.73,4.941M,10.74%,17.15%,2.559,2.48%,2.606,1.624,5.937,9.313,0.2644
3498,05/18/2012,9.197M,75.9,78.02,9.197M,10.9%,17.41%,2.521,2.51%,2.567,1.599,5.849,9.172,0.2604
3483,05/17/2012,5.938M,75.23,76.93,5.938M,11.04%,17.63%,2.49,2.54%,2.536,1.58,5.778,9.059,0.2572
3468,05/16/2012,5.366M,75.92,78.36,5.366M,10.96%,17.5%,2.508,2.53%,2.554,1.591,5.818,9.124,0.259
3454,05/15/2012,6.893M,76.34,79.07,6.893M,10.87%,17.36%,2.529,2.51%,2.575,1.604,5.867,9.201,0.2612
3441,05/14/2012,5.199M,78.12,79.3,5.199M,10.63%,16.98%,2.584,2.45%,2.63,1.64,5.994,9.404,0.2669
3398,05/11/2012,3.737M,80.17,81.98,3.737M,10.37%,16.56%,2.651,2.39%,2.697,1.682,6.145,9.645,0.2738
3383,05/10/2012,3.804M,81.33,82.57,3.804M,10.21%,16.31%,2.691,2.35%,2.737,1.707,6.235,9.79,0.2779
3776,05/09/2012,7.635M,80.14,81.99,7.635M,10.3%,16.45%,2.667,2.37%,2.713,1.692,6.182,9.705,0.2755
3762,05/08/2012,5.613M,80.98,83.58,5.613M,9.99%,15.95%,2.751,2.3%,2.797,1.746,6.373,10.01,0.2842
3749,05/07/2012,3.236M,83.39,84.7,3.236M,9.9%,15.81%,2.776,2.28%,2.821,1.761,6.428,10.1,0.2867
3706,05/04/2012,5.606M,83.39,85.52,5.606M,9.88%,15.78%,2.781,2.28%,2.827,1.765,6.441,10.12,0.2873
3669,05/03/2012,4.642M,85.91,88.93,4.642M,9.67%,15.44%,2.843,2.23%,2.888,1.804,6.581,10.34,0.2936
3526,05/02/2012,3.587M,87.48,88.81,3.587M,9.4%,15.01%,2.924,2.17%,2.969,1.855,6.765,10.64,0.302
3368,05/01/2012,3.695M,87.5,89.96,3.695M,9.35%,14.93%,2.94,2.15%,2.985,1.865,6.802,10.7,0.3037
327,04/30/2012,3.597M,87.01,87.98,3.597M,9.52%,15.2%,2.887,2.19%,2.933,1.832,6.682,10.5,0.2982
271,04/27/2012,3.977M,87.74,88.99,3.977M,9.47%,15.12%,2.903,2.18%,2.949,1.842,6.719,10.56,0.2999
256,04/26/2012,5.617M,85.19,88.32,5.617M,9.45%,15.09%,2.908,2.18%,2.954,1.845,6.731,10.58,0.3004
241,04/25/2012,4.310M,84.56,86.58,4.310M,9.64%,15.39%,2.852,2.22%,2.898,1.809,6.602,10.38,0.2946
227,04/24/2012,3.263M,83.63,84.72,3.263M,9.84%,15.72%,2.792,2.27%,2.838,1.771,6.466,10.16,0.2884
214,04/23/2012,3.246M,82.95,84.43,3.246M,9.88%,15.77%,2.782,2.28%,2.828,1.765,6.444,10.12,0.2874
173,04/20/2012,4.335M,84.06,85.45,4.335M,9.8%,15.65%,2.804,2.26%,2.85,1.779,6.494,10.2,0.2897
146,04/19/2012,3.359M,84.15,85.74,3.359M,9.84%,15.72%,2.792,2.27%,2.838,1.771,6.466,10.16,0.2884
132,04/18/2012,3.290M,84.1,85.18,3.290M,9.87%,15.76%,2.784,2.28%,2.83,1.766,6.448,10.13,0.2876
119,04/17/2012,4.383M,84.1,85.34,4.383M,9.79%,15.63%,2.808,2.26%,2.854,1.782,6.502,10.22,0.2901
106,04/16/2012,6.085M,83.6,86.04,6.085M,9.95%,15.89%,2.762,2.29%,2.808,1.752,6.397,10.05,0.2852
65,04/13/2012,4.887M,84.8,87.16,4.887M,9.8%,15.66%,2.803,2.26%,2.849,1.778,6.491,10.2,0.2895
51,04/12/2012,4.060M,85.62,87.47,4.060M,9.53%,15.22%,2.884,2.2%,2.929,1.83,6.674,10.49,0.2979
36,04/11/2012,4.572M,85.07,87.34,4.572M,9.78%,15.62%,2.811,2.25%,2.856,1.783,6.508,10.23,0.2903
22,04/10/2012,5.535M,85.76,87.71,5.535M,9.69%,15.48%,2.836,2.23%,2.882,1.799,6.566,10.32,0.2929
410,04/09/2012,4.326M,87.06,88.34,4.326M,9.5%,15.18%,2.892,2.19%,2.938,1.835,6.693,10.52,0.2987
355,04/05/2012,3.832M,89.48,91.27,3.832M,9.31%,14.87%,2.952,2.15%,2.998,1.873,6.831,10.74,0.305
340,04/04/2012,2.949M,89.93,91.68,2.949M,9.2%,14.69%,2.988,2.12%,3.034,1.896,6.912,10.87,0.3087
313,04/03/2012,3.298M,91.44,93.52,3.298M,9%,14.38%,3.053,2.07%,3.098,1.937,7.06,11.11,0.3154
158,04/02/2012,4.645M,90.66,94.24,4.645M,8.91%,14.23%,3.085,2.05%,3.13,1.957,7.132,11.23,0.3187
3255,03/30/2012,3.471M,90.34,91.84,3.471M,9.1%,14.49%,3.079,2.1%,3.158,1.969,7.081,10.99,0.2235
3226,03/29/2012,6.788M,88.11,90.69,6.788M,9.17%,14.61%,3.053,2.12%,3.132,1.953,7.023,10.9,0.2216
3212,03/28/2012,5.969M,90.86,93.57,5.969M,9.13%,14.54%,3.066,2.11%,3.146,1.961,7.053,10.95,0.2226
3198,03/27/2012,3.278M,94.36,95.81,3.278M,8.8%,14.02%,3.182,2.03%,3.261,2.035,7.311,11.36,0.2309
3185,03/26/2012,3.657M,94.01,95.29,3.657M,8.74%,13.91%,3.206,2.02%,3.285,2.051,7.366,11.45,0.2327
3144,03/23/2012,4.288M,91.61,94.06,4.288M,8.87%,14.13%,3.156,2.05%,3.235,2.018,7.254,11.27,0.2291
3129,03/22/2012,3.981M,91.13,92.7,3.981M,9.05%,14.41%,3.096,2.09%,3.175,1.98,7.118,11.05,0.2247
3114,03/21/2012,3.237M,93.54,94.49,3.237M,8.86%,14.12%,3.16,2.05%,3.239,2.021,7.262,11.28,0.2293
3101,03/20/2012,4.265M,93.9,96.43,4.265M,8.84%,14.08%,3.167,2.04%,3.246,2.026,7.278,11.31,0.2299
3073,03/19/2012,2.645M,96,97.81,2.645M,8.54%,13.59%,3.282,1.97%,3.36,2.099,7.534,11.72,0.2382
3030,03/16/2012,4.813M,95.03,96.77,4.813M,8.61%,13.72%,3.252,1.99%,3.331,2.08,7.468,11.61,0.236
3015,03/15/2012,2.874M,93.87,95.68,2.874M,8.76%,13.95%,3.197,2.02%,3.276,2.045,7.346,11.42,0.2321
3000,03/14/2012,2.665M,94.48,96.32,2.665M,8.76%,13.95%,3.198,2.02%,3.277,2.045,7.348,11.42,0.2321
2986,03/13/2012,3.576M,94.01,95.91,3.576M,8.66%,13.8%,3.232,2%,3.311,2.067,7.424,11.54,0.2346
2973,03/12/2012,3.855M,94.11,96.55,3.855M,8.8%,14.01%,3.183,2.03%,3.262,2.036,7.314,11.36,0.231
3355,03/09/2012,2.585M,96.31,97.66,2.585M,8.6%,13.7%,3.256,1.99%,3.335,2.082,7.477,11.62,0.2363
3340,03/08/2012,2.610M,96.41,97.38,2.610M,8.59%,13.68%,3.261,1.98%,3.34,2.086,7.489,11.64,0.2367
3325,03/07/2012,4.392M,95.64,96.85,4.392M,8.67%,13.81%,3.23,2%,3.309,2.066,7.419,11.53,0.2344
3311,03/06/2012,4.989M,96.3,97.66,4.989M,8.57%,13.65%,3.266,1.9%,3.346,2.089,7.501,11.66,0.2371
3298,03/05/2012,3.142M,98.27,100.17,3.142M,8.37%,13.33%,3.347,1.85%,3.426,2.141,7.681,11.95,0.2429
3088,03/02/2012,2.808M,99.47,100.44,2.808M,8.3%,13.22%,3.374,1.84%,3.453,2.158,7.742,12.05,0.2449
2930,03/01/2012,3.667M,99.26,101.12,3.667M,8.26%,13.15%,3.39,1.83%,3.469,2.169,7.779,12.11,0.2461
1563,02/29/2012,4.959M,99.81,101.99,4.959M,8.3%,13.22%,3.374,1.84%,3.453,2.158,7.743,12.05,0.2449
1557,02/28/2012,3.588M,100.29,102.33,3.588M,8.21%,13.08%,3.41,1.82%,3.488,2.181,7.822,12.17,0.2475
1543,02/27/2012,3.130M,98.8,100.59,3.130M,8.29%,13.2%,3.378,1.84%,3.457,2.161,7.752,12.06,0.2452
1500,02/24/2012,3.712M,99.24,100.59,3.712M,8.34%,13.28%,3.358,1.85%,3.437,2.148,7.706,11.99,0.2437
1486,02/23/2012,3.108M,98.74,100.49,3.108M,8.28%,13.18%,3.384,1.83%,3.463,2.165,7.765,12.08,0.2456
1471,02/22/2012,3.460M,98.57,99.76,3.460M,8.39%,13.36%,3.338,1.86%,3.418,2.136,7.663,11.92,0.2423
1457,02/21/2012,3.340M,99.68,100.95,3.340M,8.3%,13.21%,3.376,1.84%,3.455,2.159,7.746,12.05,0.245
1397,02/17/2012,2.965M,98.88,100.67,2.965M,8.34%,13.27%,3.36,1.85%,3.439,2.149,7.71,12,0.2439
1385,02/16/2012,3.095M,98.88,100.32,3.095M,8.3%,13.22%,3.373,1.84%,3.452,2.158,7.74,12.04,0.2448
1374,02/15/2012,2.733M,99.07,100.38,2.733M,8.35%,13.3%,3.355,1.85%,3.434,2.146,7.699,11.98,0.2435
1362,02/14/2012,3.425M,99.04,100.63,3.425M,8.33%,13.26%,3.362,1.84%,3.441,2.151,7.716,12,0.244
1348,02/13/2012,2.324M,98.71,99.92,2.324M,8.33%,13.26%,3.364,1.84%,3.443,2.152,7.72,12.01,0.2442
1305,02/10/2012,3.416M,97.47,98.61,3.416M,8.44%,13.43%,3.32,1.87%,3.399,2.124,7.622,11.85,0.241
1661,02/09/2012,3.000M,99.42,101.26,3.000M,8.31%,13.24%,3.37,1.84%,3.449,2.156,7.733,12.03,0.2446
1646,02/08/2012,3.688M,98.51,101.32,3.688M,8.35%,13.29%,3.356,1.85%,3.435,2.147,7.702,11.98,0.2436
1632,02/07/2012,4.772M,98.9,100.96,4.772M,8.26%,13.16%,3.39,1.83%,3.468,2.168,7.777,12.1,0.246
1618,02/06/2012,3.146M,97.36,99.76,3.146M,8.33%,13.26%,3.362,1.84%,3.441,2.151,7.716,12,0.244
1575,02/03/2012,4.297M,95.19,98.68,4.297M,8.44%,13.44%,3.318,1.87%,3.397,2.122,7.617,11.85,0.2408
1436,02/02/2012,4.200M,93.4,95.75,4.200M,8.8%,14.01%,3.184,1.95%,3.263,2.037,7.317,11.37,0.2311
1290,02/01/2012,4.235M,94.88,96.67,4.235M,8.72%,13.89%,3.21,1.93%,3.29,2.054,7.376,11.46,0.233
1977,01/31/2012,6.389M,89.45,92.76,6.389M,6.01%,9.75%,3.939,1.59%,4.02,2.321,10.3,16.65,0.2995
1962,01/30/2012,9.940M,51.84,55.63,9.940M,15.92%,26.77%,1.743,2.31%,1.719,1.552,3.684,6.282,0.214
1907,01/27/2012,5.298M,91.74,94.2,5.298M,5.99%,9.72%,3.951,1.58%,4.032,2.327,10.33,16.7,0.3004
1893,01/26/2012,9.796M,90.19,93.29,9.796M,5.99%,9.73%,3.95,1.58%,4.031,2.327,10.33,16.69,0.3003
1878,01/25/2012,3.986M,91.9,93.32,3.986M,5.98%,9.7%,3.958,1.58%,4.039,2.332,10.35,16.73,0.301
1863,01/24/2012,3.712M,92.9,94.01,3.712M,5.98%,9.7%,3.96,1.58%,4.04,2.332,10.35,16.74,0.3011
1848,01/23/2012,9.359M,50.02,53.81,9.359M,15.64%,26.29%,1.775,2.27%,1.751,1.58,3.75,6.396,0.2179
1811,01/20/2012,4.561M,92.02,93.9,4.561M,6.02%,9.78%,3.928,1.59%,4.009,2.314,10.27,16.6,0.2987
1789,01/19/2012,3.239M,93.83,94.96,3.239M,5.91%,9.59%,4.004,1.56%,4.085,2.359,10.47,16.92,0.3045
1777,01/18/2012,3.166M,93.05,94.74,3.166M,5.89%,9.57%,4.016,1.56%,4.096,2.365,10.5,16.97,0.3053
1765,01/17/2012,11.89M,65.25,69.37,11.89M,9.85%,14.95%,2.867,1.44%,2.677,2.373,6.104,10.15,0.3149
1718,01/13/2012,4.527M,91.81,93.86,4.527M,6.02%,9.78%,3.929,1.59%,4.009,2.314,10.28,16.61,0.2987
1704,01/12/2012,4.720M,93.07,94.23,4.720M,5.96%,9.67%,3.973,1.57%,4.053,2.34,10.39,16.79,0.3021
1689,01/11/2012,4.047M,91.79,93.27,4.047M,5.99%,9.73%,3.949,1.58%,4.03,2.326,10.33,16.69,0.3003
1674,01/10/2012,3.838M,91.18,92.47,3.838M,6.06%,9.84%,3.903,1.6%,3.984,2.299,10.21,16.5,0.2968
2062,01/09/2012,7.039M,53.79,56.82,7.039M,15.42%,25.94%,1.799,2.24%,1.774,1.602,3.802,6.483,0.2209
2021,01/06/2012,3.774M,91.94,93.59,3.774M,6.02%,9.77%,3.93,1.59%,4.011,2.315,10.28,16.61,0.2988
2007,01/05/2012,3.599M,91.47,93.61,3.599M,5.98%,9.72%,3.953,1.58%,4.034,2.329,10.34,16.71,0.3006
1992,01/04/2012,6.459M,90.45,94.49,6.459M,6.01%,9.75%,3.939,1.59%,4.019,2.32,10.3,16.65,0.2995
1949,01/03/2012,3.581M,93.86,95.11,3.581M,5.93%,9.62%,3.993,1.56%,4.074,2.352,10.44,16.88,0.3036
1175,12/30/2011,2.271M,89.49,90.52,2.271M,8.67%,13.49%,3.158,2.05%,3.194,2,7.409,11.54,0.2357
1147,12/29/2011,2.481M,88.81,90.05,2.481M,8.67%,13.49%,3.159,2.05%,3.195,2.001,7.41,11.54,0.2358
1132,12/28/2011,2.875M,88.93,91.65,2.875M,8.75%,13.62%,3.13,2.07%,3.166,1.982,7.342,11.43,0.2336
1117,12/27/2011,1.762M,90.43,91.76,1.762M,8.51%,13.25%,3.217,2.01%,3.253,2.038,7.545,11.75,0.2401
1081,12/23/2011,2.276M,89.94,91.06,2.276M,8.58%,13.36%,3.189,2.03%,3.225,2.02,7.48,11.65,0.238
1067,12/22/2011,3.475M,88.84,90.57,3.475M,8.62%,13.42%,3.176,2.04%,3.212,2.011,7.448,11.6,0.237
1052,12/21/2011,3.618M,87.44,89.55,3.618M,8.72%,13.58%,3.138,2.06%,3.174,1.988,7.363,11.47,0.2342
1037,12/20/2011,4.540M,85.76,88.72,4.540M,8.81%,13.72%,3.107,2.08%,3.143,1.968,7.289,11.35,0.2319
1008,12/19/2011,3.855M,83.48,85.84,3.855M,9.3%,14.48%,2.943,2.2%,2.98,1.864,6.911,10.75,0.2197
967,12/16/2011,6.401M,83.98,85.81,6.401M,9.1%,14.16%,3.009,2.15%,3.045,1.906,7.063,10.99,0.2246
953,12/15/2011,4.540M,83.4,86.56,4.540M,9.28%,14.45%,2.95,2.19%,2.986,1.868,6.927,10.78,0.2202
938,12/14/2011,4.465M,84.42,87.22,4.465M,9.18%,14.3%,2.98,2.17%,3.017,1.888,6.997,10.89,0.2224
923,12/13/2011,4.799M,87.03,90.36,4.799M,8.86%,13.79%,3.09,2.09%,3.126,1.957,7.251,11.29,0.2306
908,12/12/2011,4.659M,86.29,88.73,4.659M,8.85%,13.78%,3.094,2.09%,3.13,1.959,7.259,11.3,0.2309
1275,12/09/2011,3.745M,88.83,90.78,3.745M,8.6%,13.39%,3.182,2.03%,3.218,2.015,7.463,11.62,0.2375
1261,12/08/2011,4.484M,88.55,92.25,4.484M,8.76%,13.64%,3.124,2.07%,3.16,1.978,7.328,11.41,0.2331
1246,12/07/2011,5.089M,90.81,93.05,5.089M,8.44%,13.13%,3.245,1.99%,3.281,2.055,7.609,11.85,0.2422
1231,12/06/2011,3.537M,92.76,94.45,3.537M,8.36%,13.01%,3.275,1.89%,3.311,2.074,7.679,11.96,0.2444
1216,12/05/2011,5.342M,93.01,95.91,5.342M,8.27%,12.87%,3.311,1.87%,3.346,2.097,7.761,12.09,0.2471
1023,12/02/2011,4.240M,91.8,94.27,4.240M,8.47%,13.18%,3.233,1.91%,3.269,2.048,7.582,11.81,0.2413
867,12/01/2011,5.180M,92.41,95.16,5.180M,8.39%,13.06%,3.264,1.89%,3.3,2.067,7.653,11.92,0.2436
4099,11/30/2011,4.604M,83.91,85.84,4.604M,6.18%,11.1%,3.81,1.68%,3.895,2.116,9.17,16.17,0.2142
4069,11/29/2011,3.486M,83.61,85.66,3.486M,6.13%,11%,3.845,1.66%,3.93,2.135,9.252,16.32,0.2161
4055,11/28/2011,4.357M,50.24,52.39,4.357M,18.35%,31.69%,1.657,2.2%,1.565,1.561,3.179,5.45,0.084
4021,11/25/2011,3.337M,79.11,80.73,3.337M,3.7%,5.75%,4.302,1.61%,4.336,2.299,17.49,27.05,NA
3999,11/23/2011,4.785M,83.32,84.77,4.785M,6.19%,11.11%,3.806,1.68%,3.892,2.114,9.16,16.15,0.214
3987,11/22/2011,3.777M,83.16,85.28,3.777M,6.16%,11.06%,3.823,1.67%,3.908,2.123,9.2,16.23,0.2149
3974,11/21/2011,15.32M,39.81,45.62,15.32M,21.13%,36.5%,1.438,2.53%,1.36,1.356,2.764,4.732,0.0729
3918,11/18/2011,3.887M,83.23,84.82,3.887M,6.24%,11.21%,3.773,1.7%,3.859,2.095,9.083,16.02,0.2121
3904,11/17/2011,3.316M,81.18,82.4,3.316M,6.37%,11.43%,3.701,1.73%,3.787,2.055,8.914,15.71,0.2081
3889,11/16/2011,5.866M,80.81,83.25,5.866M,6.4%,11.49%,3.68,1.74%,3.766,2.044,8.865,15.62,0.2069
3874,11/15/2011,4.078M,83.31,84.99,4.078M,6.21%,11.15%,3.792,1.69%,3.877,2.106,9.127,16.09,0.2132
3859,11/14/2011,10.48M,44.65,49.29,10.48M,20.62%,35.6%,1.474,2.47%,1.394,1.39,2.832,4.851,0.0748
3818,11/11/2011,8.704M,80.41,84.81,8.704M,6.21%,11.15%,3.793,1.69%,3.878,2.106,9.129,16.1,0.2132
3804,11/10/2011,3.694M,79.59,81.29,3.694M,6.44%,11.57%,3.656,1.75%,3.741,2.03,8.807,15.52,0.2055
4184,11/09/2011,3.436M,80.15,81.99,3.436M,6.49%,11.65%,3.63,1.76%,3.716,2.016,8.747,15.41,0.2041
4169,11/08/2011,2.772M,79.91,81.05,2.772M,6.47%,11.61%,3.642,1.76%,3.727,2.022,8.774,15.46,0.2047
4154,11/07/2011,8.556M,48.07,51.03,8.556M,18.94%,32.7%,1.605,2.27%,1.517,1.513,3.081,5.28,0.0814
4113,11/04/2011,6.360M,79.6,81.36,6.360M,6.45%,11.58%,3.651,1.75%,3.737,2.027,8.796,15.5,0.2052
4084,11/03/2011,4.860M,76.82,79.06,4.860M,6.67%,11.98%,3.531,1.81%,3.617,1.961,8.514,14.99,0.1985
3947,11/02/2011,4.581M,77.08,78.88,4.581M,6.69%,12.01%,3.522,1.82%,3.608,1.956,8.493,14.95,0.198
3789,11/01/2011,4.536M,76.3,77.44,4.536M,6.83%,12.26%,3.45,1.85%,3.536,1.916,8.322,14.64,0.1939
4537,10/31/2011,8.948M,50.87,55.39,8.948M,17.89%,30.89%,1.699,2.14%,1.605,1.602,3.26,5.59,0.0862
4484,10/28/2011,3.277M,75.57,76.85,3.277M,6.91%,12.41%,3.408,1.88%,3.494,1.892,8.225,14.47,0.1916
4470,10/27/2011,6.662M,74.61,76.24,6.662M,6.87%,12.32%,3.432,1.86%,3.517,1.906,8.28,14.56,0.1929
4455,10/26/2011,6.572M,75.51,76.37,6.572M,6.9%,12.38%,3.416,1.87%,3.501,1.897,8.242,14.5,0.192
4440,10/25/2011,4.366M,76.74,77.7,4.366M,6.81%,12.22%,3.46,1.85%,3.545,1.921,8.346,14.68,0.1945
4425,10/24/2011,8.863M,39.9,45.2,8.863M,21.74%,37.55%,1.398,2.6%,1.323,1.318,2.687,4.599,0.0709
4384,10/21/2011,8.737M,74.87,78.13,8.737M,6.92%,12.42%,3.405,1.88%,3.491,1.891,8.218,14.45,0.1914
4370,10/20/2011,7.288M,76.35,78.13,7.288M,6.73%,12.09%,3.499,1.83%,3.585,1.943,8.438,14.85,0.1967
4341,10/19/2011,9.478M,76.8,80.98,9.478M,6.71%,12.05%,3.509,1.82%,3.595,1.948,8.462,14.89,0.1972
4326,10/18/2011,3.602M,81,82.42,3.602M,6.38%,11.45%,3.693,1.73%,3.778,2.05,8.893,15.67,0.2076
4311,10/17/2011,12.61M,42.29,48.92,12.61M,21.37%,36.9%,1.423,2.56%,1.346,1.341,2.734,4.68,0.0721
4270,10/14/2011,4.167M,80.71,82.02,4.167M,6.42%,11.53%,3.669,1.74%,3.755,2.038,8.838,15.57,0.2063
4256,10/13/2011,4.153M,80.36,81.48,4.153M,6.47%,11.61%,3.642,1.76%,3.728,2.023,8.776,15.46,0.2048
4241,10/12/2011,4.361M,78.75,80.58,4.361M,6.55%,11.76%,3.597,1.78%,3.682,1.997,8.668,15.27,0.2022
4226,10/11/2011,2.580M,79.62,80.47,2.580M,6.51%,11.69%,3.618,1.77%,3.703,2.009,8.718,15.36,0.2034
4211,10/10/2011,20.79M,39.03,45.94,20.79M,22.63%,39.08%,1.343,2.71%,1.271,1.266,2.583,4.419,0.0681
4596,10/07/2011,3.759M,77.9,79.91,3.759M,6.62%,11.88%,3.56,1.8%,3.646,1.977,8.582,15.11,0.2001
